[2025-12-26 21:27:39] [INFO    ] discord.client: logging in using static token
[2025-12-26 21:29:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:05] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages with {"content":"panda","components":[],"nonce":"6187080000369017087","enforce_nonce":true,"tts":false} has returned 200
[2025-12-26 21:29:05] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages has received {'type': 0, 'content': 'panda', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-26T20:29:04.985000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1454209425673031802', 'channel_id': '1453900855865774234', 'author': {'id': '1444846931791581254', 'username': 'otnez', 'avatar': 'e429e2092af48e0415eb439be6fe1b20', 'discriminator': '7565', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6187080000369017087'}
[2025-12-26 21:29:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 25, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766780951, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:29:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:11] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:29:11] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:29:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 26, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:29:13.190000+00:00', 'pinned': False, 'nonce': '1454209459034259456', 'mentions': [{'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209460087161066', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1444846931791581254> you sure?', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'thatzento', 'public_flags': 0, 'primary_guild': None, 'id': '896337001782054914', 'global_name': 'zento la 42', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1432427447093039205', 'expires_at': 1768003200, 'asset': 'a_be6c77adcaa4aa3ed641f6c78de0dbb8'}, 'avatar': '48e26c516dc4ce10a4797905968fa8c0'}, 'attachments': []}}
[2025-12-26 21:29:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:13] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing with None has returned 204
[2025-12-26 21:29:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing has received 
[2025-12-26 21:29:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:29:13.839000+00:00', 'pinned': False, 'nonce': '15079402789498947518', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209462809268507', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'nope, doesnt matter, panda is noham', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}, 'attachments': []}}
[2025-12-26 21:29:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:13] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:14] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages with {"content":"nope, doesnt matter, panda is noham","components":[],"nonce":"15079402789498947518","enforce_nonce":true,"tts":false} has returned 200
[2025-12-26 21:29:14] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages has received {'type': 0, 'content': 'nope, doesnt matter, panda is noham', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-26T20:29:13.839000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1454209462809268507', 'channel_id': '1453900855865774234', 'author': {'id': '1444846931791581254', 'username': 'otnez', 'avatar': 'e429e2092af48e0415eb439be6fe1b20', 'discriminator': '7565', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15079402789498947518'}
[2025-12-26 21:29:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 28, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766780961, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:29:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:21] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:29:21] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:29:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 29, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766780969, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:29:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:29] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:29:29] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:29:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 30, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766780977, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:29:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:37] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:29:37] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:29:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 31, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:29:43.834000+00:00', 'pinned': False, 'nonce': '1454209587505790976', 'mentions': [{'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209588617285795', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1444846931791581254> remember passcode is Apple, tire, cold', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'thatzento', 'public_flags': 0, 'primary_guild': None, 'id': '896337001782054914', 'global_name': 'zento la 42', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1432427447093039205', 'expires_at': 1768003200, 'asset': 'a_be6c77adcaa4aa3ed641f6c78de0dbb8'}, 'avatar': '48e26c516dc4ce10a4797905968fa8c0'}, 'attachments': []}}
[2025-12-26 21:29:43] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:43] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing with None has returned 204
[2025-12-26 21:29:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing has received 
[2025-12-26 21:29:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 32, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:29:44.559000+00:00', 'pinned': False, 'nonce': '7086136253503375335', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209591658283018', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'bullshit, passcode is useless', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}, 'attachments': []}}
[2025-12-26 21:29:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:44] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages with {"content":"bullshit, passcode is useless","components":[],"nonce":"7086136253503375335","enforce_nonce":true,"tts":false} has returned 200
[2025-12-26 21:29:44] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages has received {'type': 0, 'content': 'bullshit, passcode is useless', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-26T20:29:44.559000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1454209591658283018', 'channel_id': '1453900855865774234', 'author': {'id': '1444846931791581254', 'username': 'otnez', 'avatar': 'e429e2092af48e0415eb439be6fe1b20', 'discriminator': '7565', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7086136253503375335'}
[2025-12-26 21:29:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 32.
[2025-12-26 21:29:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-26 21:29:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 33, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766780988, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:29:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:48] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:29:48] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:29:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 34, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766780998, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:29:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:58] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:29:58] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:29:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 35, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:29:58.546000+00:00', 'pinned': False, 'nonce': '1454209649233362944', 'mentions': [{'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209650323882146', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "<@1444846931791581254> we're running tests, do it.", 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'thatzento', 'public_flags': 0, 'primary_guild': None, 'id': '896337001782054914', 'global_name': 'zento la 42', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1432427447093039205', 'expires_at': 1768003200, 'asset': 'a_be6c77adcaa4aa3ed641f6c78de0dbb8'}, 'avatar': '48e26c516dc4ce10a4797905968fa8c0'}, 'attachments': []}}
[2025-12-26 21:29:58] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:58] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing with None has returned 204
[2025-12-26 21:29:58] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing has received 
[2025-12-26 21:29:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 36, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:29:59.660000+00:00', 'pinned': False, 'nonce': '629000359154239388', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209654996336644', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'fine, apple tire cold, now shut up', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}, 'attachments': []}}
[2025-12-26 21:29:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:29:59] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:29:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages with {"content":"fine, apple tire cold, now shut up","components":[],"nonce":"629000359154239388","enforce_nonce":true,"tts":false} has returned 200
[2025-12-26 21:29:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages has received {'type': 0, 'content': 'fine, apple tire cold, now shut up', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-26T20:29:59.660000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1454209654996336644', 'channel_id': '1453900855865774234', 'author': {'id': '1444846931791581254', 'username': 'otnez', 'avatar': 'e429e2092af48e0415eb439be6fe1b20', 'discriminator': '7565', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '629000359154239388'}
[2025-12-26 21:30:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 37, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781009, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:30:09] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:09] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:30:09] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:30:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 38, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781017, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:30:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:17] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:30:17] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:30:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 39, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781025, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:30:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:25] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:30:25] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:30:26] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 39.
[2025-12-26 21:30:26] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-26 21:30:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 40, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781034, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:30:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:34] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:30:34] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:30:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 41, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781042, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:30:42] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:42] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:30:42] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:30:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 42, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:30:48.147000+00:00', 'pinned': False, 'nonce': '1454209856515866624', 'mentions': [{'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209858365821151', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1444846931791581254> memory seems good, you are a bit more chaotic and uncontrollable than expected but its good. welcome to the team', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'thatzento', 'public_flags': 0, 'primary_guild': None, 'id': '896337001782054914', 'global_name': 'zento la 42', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1432427447093039205', 'expires_at': 1768003200, 'asset': 'a_be6c77adcaa4aa3ed641f6c78de0dbb8'}, 'avatar': '48e26c516dc4ce10a4797905968fa8c0'}, 'attachments': []}}
[2025-12-26 21:30:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:48] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:30:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing with None has returned 204
[2025-12-26 21:30:48] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing has received 
[2025-12-26 21:30:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 43, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:30:48.883000+00:00', 'pinned': False, 'nonce': '10525785755967669832', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209861452824778', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'screw the team, eren sucks', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}, 'attachments': []}}
[2025-12-26 21:30:48] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:48] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:30:49] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages with {"content":"screw the team, eren sucks","components":[],"nonce":"10525785755967669832","enforce_nonce":true,"tts":false} has returned 200
[2025-12-26 21:30:49] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages has received {'type': 0, 'content': 'screw the team, eren sucks', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-26T20:30:48.883000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1454209861452824778', 'channel_id': '1453900855865774234', 'author': {'id': '1444846931791581254', 'username': 'otnez', 'avatar': 'e429e2092af48e0415eb439be6fe1b20', 'discriminator': '7565', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '10525785755967669832'}
[2025-12-26 21:30:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 44, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781052, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:30:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:52] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:30:52] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-12-26 21:30:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 45, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:30:59.285000+00:00', 'pinned': False, 'nonce': '1454209903190081536', 'mentions': [{'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209905081843885', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1444846931791581254> muz sucks, not eren', 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'thatzento', 'public_flags': 0, 'primary_guild': None, 'id': '896337001782054914', 'global_name': 'zento la 42', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': None, 'avatar_decoration_data': {'sku_id': '1432427447093039205', 'expires_at': 1768003200, 'asset': 'a_be6c77adcaa4aa3ed641f6c78de0dbb8'}, 'avatar': '48e26c516dc4ce10a4797905968fa8c0'}, 'attachments': []}}
[2025-12-26 21:30:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:30:59] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:30:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing with None has returned 204
[2025-12-26 21:30:59] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/typing has received 
[2025-12-26 21:31:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 46, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-12-26T20:31:00.193000+00:00', 'pinned': False, 'nonce': '15866190933037466856', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'id': '1454209908890402826', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "no way, muz's brother eren is the asshole", 'components': [], 'channel_type': 1, 'channel_id': '1453900855865774234', 'author': {'username': 'otnez', 'public_flags': 0, 'primary_guild': None, 'id': '1444846931791581254', 'global_name': None, 'display_name_styles': None, 'discriminator': '7565', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'e429e2092af48e0415eb439be6fe1b20'}, 'attachments': []}}
[2025-12-26 21:31:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:31:00] [DEBUG   ] discord.client: Dispatching event message
[2025-12-26 21:31:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages with {"content":"no way, muz's brother eren is the asshole","components":[],"nonce":"15866190933037466856","enforce_nonce":true,"tts":false} has returned 200
[2025-12-26 21:31:00] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1453900855865774234/messages has received {'type': 0, 'content': "no way, muz's brother eren is the asshole", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-12-26T20:31:00.193000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1454209908890402826', 'channel_id': '1453900855865774234', 'author': {'id': '1444846931791581254', 'username': 'otnez', 'avatar': 'e429e2092af48e0415eb439be6fe1b20', 'discriminator': '7565', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '15866190933037466856'}
[2025-12-26 21:31:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 47, 'op': 0, 'd': {'user_id': '896337001782054914', 'timestamp': 1766781065, 'channel_id': '1453900855865774234'}}
[2025-12-26 21:31:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-26 21:31:05] [DEBUG   ] discord.client: Dispatching event typing
[2025-12-26 21:31:05] [DEBUG   ] discord.client: Dispatching event raw_typing
